cuenta_id,nombre,saldo,edad,tipo
128,John Doe,,35,unknown
124,Diana Prince,12000,45,ahorro
112,Bob Johnson,8000,25,hipoteca
126,Diana Prince,12000,,hipoteca
149,Alice Brown,8000,,prestamo
116,Unknown,12000,25,prestamo
111,Unknown,5000,100,hipoteca
107,Unknown,12000,30,hipoteca
121,John Doe,,35,hipoteca
123,Bob Johnson,12000,45,-1
108,Alice Brown,10000,,ahorro
121,John Doe,,,-1
134,Charlie Green,7000,45,hipoteca
108,Jane Smith,12000,45,-1
143,Charlie Green,5000,40,hipoteca
115,Bob Johnson,7000,25,-1
135,Diana Prince,7000,100,-1
115,Steve Rogers,7000,25,hipoteca
137,Steve Rogers,8000,,-1
141,Bob Johnson,8000,30,prestamo
112,John Doe,7000,150,-1
111,John Doe,,25,-1
121,John Doe,,150,ahorro
117,Bob Johnson,5000,,prestamo
120,Diana Prince,,,ahorro
120,Jane Smith,5000,40,prestamo
140,Alice Brown,5000,25,ahorro
129,John Doe,12000,35,unknown
130,Jane Smith,10000,45,prestamo
122,Jane Smith,5000,100,unknown
138,Diana Prince,5000,,-1
130,John Doe,5000,35,hipoteca
126,Alice Brown,7000,25,hipoteca
145,Steve Rogers,,,ahorro
107,Steve Rogers,10000,,ahorro
119,Diana Prince,10000,25,hipoteca
147,Jane Smith,12000,25,prestamo
146,Jane Smith,,25,-1
116,Steve Rogers,10000,30,-1
123,Alice Brown,,25,hipoteca
103,Alice Brown,,150,hipoteca
140,John Doe,,30,-1
120,Charlie Green,7000,,hipoteca
105,Jane Smith,7000,40,unknown
150,Bob Johnson,8000,40,ahorro
132,Bob Johnson,5000,150,-1
122,Unknown,12000,45,prestamo
120,Alice Brown,12000,45,-1
140,John Doe,7000,30,ahorro
143,Charlie Green,5000,100,ahorro
123,Steve Rogers,,,prestamo
144,Alice Brown,8000,45,ahorro
101,Diana Prince,8000,35,ahorro
132,John Doe,7000,30,hipoteca
123,Bob Johnson,10000,,ahorro
135,Steve Rogers,10000,45,unknown
119,Steve Rogers,8000,40,prestamo
127,Steve Rogers,5000,45,ahorro
150,Charlie Green,12000,45,prestamo
104,Jane Smith,10000,,hipoteca
110,Charlie Green,8000,,prestamo
148,Jane Smith,8000,25,ahorro
109,Steve Rogers,5000,45,prestamo
145,Steve Rogers,,,prestamo
109,Steve Rogers,10000,,prestamo
132,John Doe,12000,45,-1
131,Alice Brown,7000,45,ahorro
150,Alice Brown,10000,40,unknown
121,Alice Brown,12000,35,hipoteca
145,Alice Brown,7000,,ahorro
148,Alice Brown,7000,,hipoteca
120,Charlie Green,7000,40,-1
134,Diana Prince,12000,30,ahorro
103,Bob Johnson,10000,,-1
137,Alice Brown,,45,ahorro
140,Alice Brown,7000,,hipoteca
133,Alice Brown,7000,30,ahorro
114,Bob Johnson,5000,30,-1
114,Steve Rogers,5000,100,prestamo
105,Diana Prince,5000,30,-1
116,Alice Brown,8000,35,-1
140,John Doe,,45,-1
142,Alice Brown,,100,prestamo
125,Jane Smith,12000,30,-1
119,Charlie Green,5000,35,hipoteca
114,Charlie Green,7000,100,-1
112,John Doe,12000,,ahorro
128,Jane Smith,7000,100,hipoteca
118,Bob Johnson,10000,45,hipoteca
150,Jane Smith,8000,,-1
129,Charlie Green,10000,40,-1
143,Jane Smith,12000,40,hipoteca
124,Steve Rogers,8000,25,hipoteca
127,Steve Rogers,,,prestamo
125,Charlie Green,12000,25,-1
126,Diana Prince,,35,prestamo
118,Bob Johnson,8000,,ahorro
114,Alice Brown,,,-1
114,Charlie Green,10000,150,hipoteca
138,Diana Prince,7000,35,-1
141,Charlie Green,7000,35,hipoteca
140,Jane Smith,8000,30,hipoteca
110,Steve Rogers,8000,30,prestamo
140,Steve Rogers,12000,,ahorro
107,Alice Brown,10000,40,prestamo
124,John Doe,7000,30,prestamo
123,Steve Rogers,12000,35,hipoteca
144,Charlie Green,7000,150,prestamo
132,Alice Brown,5000,,ahorro
122,Jane Smith,,100,-1
116,Alice Brown,12000,30,-1
111,Steve Rogers,5000,35,ahorro
129,Unknown,,35,-1
117,Steve Rogers,10000,,hipoteca
126,Jane Smith,7000,40,ahorro
101,Diana Prince,12000,40,prestamo
147,John Doe,,35,hipoteca
119,Diana Prince,10000,40,ahorro
144,John Doe,,,prestamo
123,Steve Rogers,,,-1
122,Charlie Green,5000,,prestamo
102,Bob Johnson,12000,35,hipoteca
106,Diana Prince,,30,prestamo
134,Diana Prince,12000,35,prestamo
